claim_id,record_id,field,exact_claim,claim_category,source_id,locator,evidence_status,documentary_status,measurement_status,design_status,uncertainty,reviewer,proposed_action
W1-C0656,toranj-illumination-c6,spectral.peakWavelengthNm,610 nm (dominant 610 nm),spectral,S007,palettes.ts provenance.spectralStatus,contradicted,not-applicable,not-measured (measuredSpectra=0),not-applicable,"peak equals dominant wavelength (template) | A15/A02: this colour has no dominant wavelength (black has no chromaticity; purple-sector colours have only a complementary wavelength). The value is physically impossible, not merely illustrative.",W1-sequential-AI-review;A15-reconciled,Remove dominantWavelengthNm/peak for this record; see MSR-SCI-001.
W1-C0657,toranj-illumination-c6,historicalContextFa,خلوص کامل دوده سنتی و مرکب ضدآب خوشنویسی میرعماد,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0658,toranj-illumination-c6,artMovement,ترنج و اسلیمی کتاب‌آرایی,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0659,toranj-illumination-c6,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0660,persian-gulf-pearls-c1,hex,#0067A5,color-value,S002,"S002 ""Medium Persian Blue"" / ""Sapphire Blue""",designer-choice,exact-match-in-modern-color-list,none-on-record (measuredSpectra=0),designer-choice,HEX identical to a modern named-color list entry; suggests digital-list origin rather than material measurement,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0661,persian-gulf-pearls-c1,nameEn,Medium Persian Blue,naming,S002,"S002 ""Medium Persian Blue"" / ""Sapphire Blue""",partially-supported,pair-found-in-modern-list,not-applicable,designer-choice,modern list entry is not evidence of historical use,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0662,persian-gulf-pearls-c1,nameFa,آبی پارسی اصیل (Medium Persian Blue),naming,none,-,unverified,authenticity-adjective-unsupported,not-applicable,designer-choice,"name asserts authenticity/purity (""اصیل""/""ناب"")",W1-sequential-AI-review,drop authenticity adjective
W1-C0663,persian-gulf-pearls-c1,meaningFa,آبی روشن‌تر دریایی ثبت‌شده جهانی خلیج فارس,cultural-history,S002,HEX lookup,unverified,checked-against-S002,not-applicable,not-applicable,"""globally registered"": #0067A5 equals ""Medium Persian Blue"" in S002 (modern list)",W1-sequential-AI-review,hedge or cite
W1-C0664,persian-gulf-pearls-c1,mineralogical.mineralName,Persian Historical Pigment (Medium Persian Blue),material,S007,heritage-data.ts persian-gulf-pearls-c1.evidence.mineralogical,unverified,internal-conflict,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": subject is not a pigment (e.g. sea, snow, gem, spice, shade, wool, paper) | A15: a colour or dye-source name is not refuted as a ""pigment"" subject; applied the same rule as Walnut Husk/Turmeric/Persian Blue/Persian Orange.",W1-sequential-AI-review;A15-reconciled,"replace template with ""unknown"" or remove"
W1-C0665,persian-gulf-pearls-c1,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #0067A5),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0666,persian-gulf-pearls-c1,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0667,persian-gulf-pearls-c1,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0668,persian-gulf-pearls-c1,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0669,persian-gulf-pearls-c1,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0670,persian-gulf-pearls-c1,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0671,persian-gulf-pearls-c1,geoSpatial.coordinates,"32.4279,53.688,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0672,persian-gulf-pearls-c1,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C0673,persian-gulf-pearls-c1,spectral.peakWavelengthNm,490 nm (dominant 490 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C0674,persian-gulf-pearls-c1,historicalContextFa,آبی روشن‌تر دریایی ثبت‌شده جهانی خلیج فارس,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0675,persian-gulf-pearls-c1,artMovement,راز خلیج فارس و مروارید قشم,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0676,persian-gulf-pearls-c1,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0677,persian-gulf-pearls-c2,hex,#00B4D8,color-value,S001;S002,no exact match in S001 or S002,designer-choice,no-modern-list-match,none-on-record (measuredSpectra=0),designer-choice,origin of value undocumented,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0678,persian-gulf-pearls-c2,nameEn,Qeshm Turquoise Shore,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0679,persian-gulf-pearls-c2,nameFa,آبی فیروزه‌ای قشم,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0680,persian-gulf-pearls-c2,meaningFa,شفافیت خلیج فارس در ساحل ناز و جزیره هنگام,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C0681,persian-gulf-pearls-c2,mineralogical.mineralName,Persian Historical Pigment (Qeshm Turquoise Shore),material,S007,heritage-data.ts persian-gulf-pearls-c2.evidence.mineralogical,contradicted,internal-conflict,no-analysis-on-record,not-applicable,"template ""Persian Historical Pigment (<name>)"": subject is not a pigment (e.g. sea, snow, gem, spice, shade, wool, paper)",W1-sequential-AI-review,"replace template with ""unknown"" or remove"
W1-C0682,persian-gulf-pearls-c2,mineralogical.chemicalFormula,Natural Organic / Mineral Complex (Matrix #00B4D8),chemistry,S007,-,contradicted,placeholder,no-analysis-on-record,not-applicable,"template ""Natural Organic / Mineral Complex (Matrix #HEX)"" embeds the HEX value; not a chemical formula",W1-sequential-AI-review,correct or remove
W1-C0683,persian-gulf-pearls-c2,mineralogical.casNumber,7732-18-5 (Authentic Historical Specimen),chemistry-identifier,S005,CAS 7732-18-5,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 7732-18-5 = water, H2O (PubChem CID 962); labelled ""(Authentic Historical Specimen)""",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0684,persian-gulf-pearls-c2,mineralogical.historicalManuscriptRef,رسالات کهن رنگرزی سنتی و صنعتی ایران زمین,documentary-reference,none-opened,no page/folio/edition given,unverified,placeholder,not-applicable,not-applicable,"placeholder phrase (""old treatises of Iranian dyeing""): no identifiable work",W1-sequential-AI-review,remove placeholder
W1-C0685,persian-gulf-pearls-c2,mineralogical.traditionalExtraction,استخراج سنتی از منابع گیاهی و معدنی ایران بر اساس رسالات خطی تذهیب و رنگرزی,craft-process,none-opened,-,unverified,placeholder,not-applicable,not-applicable,template sentence repeated for 60 records,W1-sequential-AI-review,cite or remove
W1-C0686,persian-gulf-pearls-c2,mineralogical.crystalSystem,کریستالین بومی فلات ایران,mineralogy,S007,-,contradicted,type-error,not-applicable,not-applicable,value is not a crystal system (type error),W1-sequential-AI-review,remove or use a real crystal system
W1-C0687,persian-gulf-pearls-c2,geoSpatial.originSite,Iranian Plateau Heritage Sites | فلات ایران، مراکز سنتی هنر و معماری,geography,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific placeholder site,W1-sequential-AI-review,name a specific site or remove
W1-C0688,persian-gulf-pearls-c2,geoSpatial.coordinates,"32.9279,53.988,1400",geography,S007,analyze-data.out.json syntheticPlateauPattern,contradicted,synthetic-value,not-applicable,not-applicable,"synthetic: lat = 32.4279 + 0.5*i, lng = 53.688 + 0.3*i, alt 1400; the same six points are reused by 10 palettes regardless of region (Gulf, Caspian, Khorasan, Shiraz)",W1-sequential-AI-review,remove or replace with sourced coordinates
W1-C0689,persian-gulf-pearls-c2,geoSpatial.unescoHeritageRef,ثبت میراث فرهنگی ملموس و ناملموس یونسکو,heritage-designation,none-opened,-,unverified,placeholder,not-applicable,not-applicable,non-specific or not checkable,W1-sequential-AI-review,remove generic UNESCO wording
W1-C0690,persian-gulf-pearls-c2,spectral.peakWavelengthNm,502 nm (dominant 502 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,peak equals dominant wavelength (template),W1-sequential-AI-review,keep labelled illustrative
W1-C0691,persian-gulf-pearls-c2,historicalContextFa,شفافیت خلیج فارس در ساحل ناز و جزیره هنگام,cultural-history,none-opened,-,unverified,duplicate-of-meaningFa,not-applicable,not-applicable,"copy of meaningFa, not independent context",W1-sequential-AI-review,cite or remove
W1-C0692,persian-gulf-pearls-c2,artMovement,راز خلیج فارس و مروارید قشم,art-history,none-opened,-,unverified,duplicate-of-palette-name,not-applicable,not-applicable,"copy of palette nameFa, not a movement",W1-sequential-AI-review,remove or replace
W1-C0693,persian-gulf-pearls-c2,chemical.molarMass (raw; dropped by normaliser),Calculated Complex,chemistry-arithmetic,none,-,unverified,placeholder,not-applicable,not-applicable,"not a value (""Calculated Complex"") (arithmetic consistency only; not evidence the material is present)",W1-sequential-AI-review,drop from source data (already excluded from normalised output)
